Unnamed: 0,date,score,reviews,sentiment
4207,2020-01-29 09:03:51,1,제발 펜션은 바베큐 옵션 추가해주세요 매번 전화해서 물어보기 매우 불편해요,9
4208,2020-01-29 09:11:14,1,에어비앤비에서 카드정보 유출돼서 카드대금 결제됐는데 환불처리도 안해줌 경찰에 수사의뢰 했으나 에어비앤비가 경찰에게도 관련 자료를 제공하지 않아서 결국 범인도 못잡음 피싱범죄자 은폐기업 다시는 안쓴다,9
4209,2020-01-29 09:29:08,5,두분 모습에서부터 깨끗함이 첫인상이였습니다 여행을 즐기시는 생활 에티켓 또한 수준급이였습니다 자연을 공유하는 모습도 아주신선했습니다 물론 다녀가신 뒤모습또한 첫인상 그대로였습니다 퍼펙트 깨끗하게 정리정돈 한모습 땡큐 입니다,1
4210,2020-01-29 13:43:26,1,아니 무슨 로그인하려는데 이렇게어렵습니까 pc로인증해야하는 전화번호가 현재는 사용하지않는번호라서 그것좀 바꾸어달라고부탁드렸는데 오래걸릴수도있으니 전화끊고기다려달라고하고 고객센터전화하려니 전화번호를 입력해야하는데 바뀐전화번호라서 입력도안되고진짜 미처부르겠습니다 그렇다고pc상에서 비밀번호를 찾는데 마지막에는 제가 모르는 번호로인증을받아야되고 멉니까진짜,9
4211,2020-01-29 14:01:38,1,왜 계속 로그인이 안돼는 거죠 계속 오류만 나네요,9
4212,2020-01-29 20:07:05,5,괜찮,7
4213,2020-01-30 19:46:40,1,신분증 확인 좀 고치세요,9
4214,2020-01-30 23:49:46,5,디자인 좋고 빠르네요,0
4215,2020-01-31 23:50:32,4,예약 전 매우 상세한 체크가 필요합니다,10
4216,2020-02-01 14:23:11,5,사용후기 참고하여 숙소 정하고 결제도 쉬워요,5
4217,2020-02-01 17:05:52,2,버그투성이 수익의 1만이라도 앱 개발에 써라,9
4218,2020-02-01 17:39:19,5,언제나 편안하고 좋은곳 찾게 해줌,1
4219,2020-02-01 18:58:58,1,체크카드 등록을 하려는데 계속 실패해서 봤더니 1700원정도가 두 번 결제가 되어있었고 환불을 하려고 호스트한테 문자를 보내면 몇 시간 이상씩 뒤에 보거나 다른 사람의 문자는 보는데 제 문자를 안보는 등 그런 문제가 있었어요 그래서 환불도 늦어졌구요 그리고 겨우 호스트한테 문자가 왔을때는 고객센터에 연락을 하라네요 고객센터에 몇 번을 전화했는지 몰라요 조금 저렴하게 가려다가 기분만 많이 상하고 갑니다 다 그렇다는건 아니고 그냥 참고해 주세요 그 외에는 저렴한 방도 많고 괜찮은 방도 많은 것같아요 또 사용해보는건 생각해봐야할것 같습니다,9
4220,2020-02-01 21:39:55,5,감사합니다,1
4221,2020-02-02 19:40:32,4,아무래도호텔보단가격이저렴해서이용합니다,6
4222,2020-02-02 20:26:03,5,불편사항없음,5
4223,2020-02-02 23:25:54,5,다양한 형태의 숙소를 경험할 수 있어요,5
4224,2020-02-02 23:29:40,5,멋진숙소 기대합니다,4
4225,2020-02-03 02:16:22,5,문제없이 잘 사용하고 있음,1
4226,2020-02-03 06:38:18,3,요즘 airbnb 이용해보면 호스트들이 청소도 대행업체 맡기고 대부분 전문적으로 운영하던데 호스트가 게스트 평가는 왜 함 체크 인아웃 시 얼굴도 안보는데 쓰는 말이라고는 청소 얘기 청소비 싸지도 않으면서 심지어 따로 내는데 무슨 수건이 어쩌고 집안 상태가 어쩌고 내가 집안 빨래 및 정리까지 해야하는건가 어떤 호스트는 체크인할 때 분리수거 쓰레기 안버려도된다고 해서 귀찮아서 안버렸더니 집앞에 쓰레기장있는데도 안버렸다고 놀랍다고 하질않나 심지어 체크인 약속시간 지났는데 연락도 안되고 집앞에서 10분동안 멀뚱멀뚱 있었어도 그럴수 있지 하고 좋게 넘어갔는데 하여간 돈내고 이용하는데 기분만 점점 상하는 이상한 시스템임,9
4227,2020-02-03 11:37:32,5,아주아주 좋아용 모텔보다 호텔보다도,0
4228,2020-02-03 19:21:45,1,지금 리뷰남기는 이 구글계정으로 기존 회원 기록있어서 이메일로 링크받아서 비밀번호도 바꾸고 했건만 로그인 하려고해도 사용할 수 없다고 계속 오류알림만 뜨네요,9
4229,2020-02-04 08:39:20,5,숙소구할때 여러프로그램 찾아보는 좋은프로그램중 하나에요,5
4230,2020-02-04 18:28:50,1,그냥 별로 피드백도 어렵고 고객센터는 제대로 해주는 것도 없고 편파적임,9
4231,2020-02-05 17:57:56,5,편하고 싼 숙소 좋은가격 슈퍼호스트만 만났긴했는데 전부 친절했었음,6
4232,2020-02-05 21:47:32,5,굿 베리 굳,0
4233,2020-02-05 23:40:53,5,항상 고마워요,1
4234,2020-02-06 22:38:11,1,이중결제를 할 수 밖에 없게 만드네요,7
4235,2020-02-07 09:06:14,5,좋아요 에어비앤비,0
4236,2020-02-07 22:01:26,1,숙소 한번 잡으려고 하는데 결제카드 신분증 등록 얼굴 인증을 왜 하는지 모르겠음 한국 서비스와 전혀 맞지도 않는 예약 절차를 갖고 있음,9
4237,2020-02-07 23:40:06,5,좋은 시스템 이용 잘하고 있습니다,1
4238,2020-02-08 20:37:42,5,편한 예약관리 시스템이네요,1
4239,2020-02-09 15:04:44,5,위치 가격 비교하고 본인에게 적당한 곳 찾기 좋아요,5
4240,2020-02-09 16:59:05,1,지도 검색 리얼 개빡침 선택하면 계속 이상한곳으로 눌리고 잘 안됨,9
4241,2020-02-09 17:17:54,5,역시 좋타,0
4242,2020-02-09 20:13:36,4,생각보다 편하네요 해외 결재라 해외결제가능한 카드가 필수입니다,6
4243,2020-02-09 23:13:10,3,다 좋은데 결제하는 방식에 우편번호가 왜 필요한지도 모르겠고 복잡하네요,9
4244,2020-02-10 02:21:16,5,호스트와의 연락이 편함 검색기능과 추천기능등 사용이 편하고 흥미로움 합리적인 가격의 좋은 숙소를 찾을수 있음,0
4245,2020-02-10 07:55:22,4,느림 그래도 pc보다는 빠름,9
4246,2020-02-10 14:11:19,5,좋아요,0
4247,2020-02-11 14:11:56,5,완전 유용하고 편리한 숙소 이용이 가능햐요,0
4248,2020-02-12 07:32:35,3,처음 사용시에는 호스트마다 키전달방법이 달라 조금 불편 할 수 있습니다,5
4249,2020-02-12 10:25:52,5,여행시 자주이용해요,1
4250,2020-02-12 18:35:44,5,청결도 좋음 예약편함,0
4251,2020-02-12 23:30:30,1,이런 앱을 만들고 서비스를 하다니 어처구니가 없다 ux도 엉망이고 버그도 많다 내가 무엇을 해야하는지도 모르겠고 왜 숙소가 취소 됐는지도 모른다 결제수단을 수정하고 싶어도 어디서 해야하는지 도무지 알수가 없다 이딴 식의 사용자 경함을 제공하면서 글로벌 혁신기업이라니 화가난다,7
4252,2020-02-13 12:00:47,4,처음 이용해 숙소 예약진행했는데 쉽고 정확하네요,1
4253,2020-02-13 14:17:50,4,즐거운 여행,0
4254,2020-02-13 23:24:05,5,항상 친절 정확한 업무처리,1
4255,2020-02-14 00:32:01,5,합리적으로 여행할수있음,5
4256,2020-02-14 16:07:33,4,몇번의 경험으로 이 앱이 맘에 듬,0
4257,2020-02-14 16:52:11,5,탁월한 선택을 하였습니다,1
4258,2020-02-14 17:15:46,5,첫 이용했던 곳의 시설이 너무 좋아서 자주 이용할듯합니다,0
4259,2020-02-14 22:51:57,5,집주인과 바로바로 소통할수 있어서 여행지에서 아주 편리하게 쓰고있습니다,1
4260,2020-02-14 23:49:40,4,언어 선택하는 메뉴가 있으면 좋겠음 시스템 언어와 다른 언어를 선택하고 싶은데 안됨,9
4261,2020-02-15 02:01:57,4,예약하기 편하고 관리하기 편하다 더우기 언어가 다른 주인과 대화할 수 있는 메세지창구가 있다는 게 너무 좋다 무슨 일이 생겼을때 관리할 수 해결할 곳이 있어 든든하다,0
4262,2020-02-16 12:45:09,1,로그인도 안되고 결제하려니까 무슨 결제수단을 추가하라는데 추가도 안되고 제공하는 서비스에 비해 구축된 시스템이 너무 허술하네요,7
4263,2020-02-17 21:08:46,5,직관적이고 편합니다,1
4264,2020-02-17 22:38:36,3,처음사용이라 좀 헷갈리네요,7
4265,2020-02-18 03:05:37,5,후회없는 숙박어플,0
4266,2020-02-18 09:38:12,5,여행하기 참 좋습니다,0
4267,2020-02-18 10:47:58,4,괜찮네요,6
4268,2020-02-18 14:45:33,5,좋다,0
4269,2020-02-19 01:49:37,5,여러가지유형과 선택할옵션이 많다 아주 좋은 어플인듯,0
4270,2020-02-19 04:13:28,5,매우 좋아요,0
4271,2020-02-19 11:24:17,1,로그인도 안되는 쓰레기앱,9
4272,2020-02-19 13:38:07,5,만족 좋음,0
4273,2020-02-19 21:47:20,4,웹보다 앱이 빠르고 안정적이네요,1
4274,2020-02-20 01:42:03,1,별 하나도 아깝습니다 충분한 돈이 있는데도 결제불가라하고 신용카드 체크카드 두개가 다 등록할 수 없다고 뜨면 대체 뭐로 결제합니까 다른 결제 수단이 있는 것도 아니면서 다른데선 잘만쓰는 카드가 왜 여기서는 등록이 안됩니까 앱 만드실꺼면 제대로 만들어서 제대로 관리하세요 이딴식으로 만들지 마시고 진짜 사람들 농락하는 것도 아니고 뭐하는건지 모르겠네요,9
4275,2020-02-20 12:37:30,2,방예약할때마다 신분증제시에 사진 찍어야되고 기존정보로 되는게아니라 너무불편 카드한장들고다니는데 번번히 집가서 신분증꺼내서 찍어야하는 수고스러움이 진짜 별로다,9
4276,2020-02-20 20:02:59,4,살짝 아쉽 왜냐면 가격이 총 결재금액 보다 3천원을 더받음 그 이유는 안나옴 그리고 전 사우나가 있는 숙소 찾고싶은데 그건 아예찾을 수도 없네요,7
4277,2020-02-21 06:16:32,5,편리 유용,0
4278,2020-02-21 06:52:25,5,좋아요 여행시 유용합니다,0
4279,2020-02-21 11:43:58,1,별 1개도 아깝네요 속초로 여행 가려고 숙소예약 다 해놨는데 우한폐렴 때문에 환불했습니다 근데 2월 9일부터 2월 21일인 현재까지도 돈이 안들어옵니다 중간에 전화해서 문의했지만 에어비앤비에서 21일인 오늘까지도 안들어오면 해결해준다고 해놓고 전화하니 은행 가서 문의하던가 이딴 식으로 떠넘기네요 에어비앤비 믿고 쓴건데 진짜 추천은 무슨 쓰지마세요 이럴거면 앱을 왜 만든겁니까,9
4280,2020-02-21 15:21:22,3,구체적인설명이 많이없어 사용하기불편해요,9
4281,2020-02-21 17:28:41,1,로그인 불가 쓰레기앱,9
4282,2020-02-21 23:46:17,5,4인이상 가족여행시 숙소정하기 어려울때 에어앤비가 강점이 있습니다,5
4283,2020-02-23 14:56:36,5,간편하게 이용할수있는 곳,0
4284,2020-02-25 12:53:28,2,사기꾼 호스트들이 간간히 있습니다 예약을 멋대로 취소하는 호스트들이 게스트에게 벌금을 부과하는 제도를 시행해야 이런일이 일어나지 않늘것입니다,9
4285,2020-02-25 13:38:30,1,짜증,9
4286,2020-02-25 14:56:35,5,역시 good,0
4287,2020-02-27 03:20:26,5,여행가들의필수앱,5
4288,2020-02-27 16:38:34,5,직관적이고 기존 정보를 따로 저장하지 않아도 되어서 편리하네요,1
4289,2020-02-28 11:59:40,5,편하네요,6
4290,2020-02-28 17:33:50,5,좋은 숙소를 구하면 더없이 좋은어플이죠,5
4291,2020-02-28 23:24:34,1,로그인이 계속 헛도는데 무슨 문제인가요,9
4292,2020-02-29 00:29:49,5,매우편하네요,0
4293,2020-02-29 14:41:04,5,숙소 및 엑티비티검색이 용이 솔직한 후기확인으로 예약에 도움,5
4294,2020-03-01 14:57:15,1,다음과 한메일이 다르다 하나를 호스팅해도 두개의 방이되어버려서 달력이 막혀있어도 다시 예약이 되버리고는 다음과 한메일 두곳에 계정이되서 내 탓이라한다 뭔소린지 원,9
4295,2020-03-01 22:42:49,1,호스트가 예약취소후 정책에 따라 절반 지급해야되는데 계속 클레임에 응답안하고 지급안할 경우 어떻개 해야되나요 도움말센터에 해당되지 않은 경우인데 이에 대한 해결을 할 수 있는 곳이 없네요,10
4296,2020-03-02 15:47:36,4,여행시 숙박시설 찾기가 편합니다,5
4297,2020-03-03 03:43:56,5,아주 유용한 앱입니다 자주 이용할듯 합니다,1
4298,2020-03-03 10:33:22,5,사용하기 아주 좋아요,0
4299,2020-03-03 15:53:01,5,항상 요구에 맞는 숙소가 있어요,5
4300,2020-03-04 09:02:14,5,좋아요싸고 깨끗한 숙소,0
4301,2020-03-04 10:33:11,5,빠르고 가독성 좋음,0
4302,2020-03-04 21:12:57,1,합리적이고 좋은 숙소가 훨 많지만 엉망인 숙소 걸렸을시 그냥 똥밟은셈쳐야합니다 남들이라도 안당하게 하자는 마음으로 신고했는데 클레임해보니 사실상 호스트에게 패널티 주는게 불가능처럼 느껴지네요 일하는데 고객센터 전화는 계속오는데 뭐그리묻는건많고 증명할게많은지 먼지구데기에 오물묻은 사진에 문자씹고 주소틀린거까지 정황을 다 보여드렸는데도 규정상 확인과 증거가 더 필요하다는말뿐 거꾸로 얘기하면 저도 호스트한다음에 관리 개판으로 해도 되겠구나 생각이 드네요 여튼 클레임 걸다가 내가 암걸릴거같아 걍 어플 지웁니다 호텔 다니는게 정신건강에 이롭겠어,9
4303,2020-03-05 06:29:54,5,아주 만족하고 잘 사용하고 있습니다 특히 해외여행시 유용합니다,1
4304,2020-03-05 11:53:58,5,좋아용 쿠폰프로모션코드 많이주세요,0
4305,2020-03-05 15:24:53,1,오류버그가 너무 심한것같아요 반응 속도도 엄청느리고 결제하고 예약한번하는데 30분이 걸리긴 처음이내여,9
4306,2020-03-06 02:42:41,5,항상 좋네요,0
4307,2020-03-06 03:34:06,5,세계 어느나라를 여행해도 너무 편안합니다,0
4308,2020-03-06 08:23:57,5,예약을 클릭하면 예약 날짜 달력 날짜 아래 금액이 보이게 해주세요,5
4309,2020-03-06 13:18:24,1,모든국가번호 통틀어서 전화연락 안됩니다 신호도 안가거나 음성사서함 띡 말하고 음악만 5분이상 나와도 받지를 않아요 그리고 호스트가 요구한거 하나하나 다 읽어보세요 무조건 호스트의 글을 기준으로 중재 합니다 에어비엔비 말고 다른 좋은 회사 있으면 소개좀요,7
4310,2020-03-06 21:01:47,5,가성비 쩌는 숙소예약,0
4311,2020-03-07 17:41:49,5,편리하게 숙소를 정할수 있어 매우 효율적입니다,1
4312,2020-03-09 20:42:26,1,쏘먹기 드럽게 어렵네 퉤,9
4313,2020-03-09 23:21:25,3,할인적용받기너무 힘들다,9
4314,2020-03-10 14:32:51,1,신분증 등록할 때 개인정보 보호를 위해 주민등록번호는 가려도 된다고 하여 가리고 찍었더니 승인이 안나더군요 개인 신분 승인 시스템이 어떻게 되어있는지 모르겠네요 숙소 예약을 했는데 끝까지 신분 승인이 안되어 결국 숙소 취소하고 다른 방법으로 숙소 잡았습니다 서비스센터 직원분은 친절했는데 시스템상의 문제로 숙소 일정이 박살났네요 개인 신분 승인에 오류가 있으면 무엇때문인지 뭘 더 해야하는지도 제대로 통지를 안합니다 그리고 여전히 어플에서는 신분증 확인이 안되어있다고 나와있네요 웹상에서는 완료되었음에도 말이죠 서비스센터 직원분도 어플 말고 pc에서 크롬으로 보라고 추천해줍니다 이 어플이 얼마나 안좋은지는 이걸로 명확해지죠,9
4315,2020-03-10 17:09:34,5,너무좋습니다 숙소구하기좋아요,0
4316,2020-03-11 22:17:12,5,굳,0
4317,2020-03-12 03:27:21,5,최고,0
4318,2020-03-12 09:21:52,2,너무 느리고,9
4319,2020-03-12 11:54:44,1,로그인이 계속 안됩니다,9
4320,2020-03-13 02:49:50,5,사용편리하고 자세해서 좋아요,1
4321,2020-03-13 08:44:49,5,실용적이고 실속 짱이예요,0
4322,2020-03-15 16:29:58,4,국내가는데 외국에 수수료주니 아깝네요,9
4323,2020-03-17 11:27:30,5,숙소예약 편하게가능,0
4324,2020-03-17 22:32:49,5,코로나19로 급히 취소해야하는 상황인데 빠른 처리로 대처해주심에 감사하며 예약 및 상담등이 잘 이루어지는 최고의 에어비앤비,1
4325,2020-03-19 08:46:52,1,해킹을 너무 자주당해요 비앤비 진짜 좋아하는데 계속 사용해야하나 말아야하나 고민중,7
4326,2020-03-20 20:32:44,5,자주 이용하는데 해외국내 모두 만족합니다,1
4327,2020-03-21 16:51:18,5,빨리 여행 가고 싶어요,4
4328,2020-03-22 02:28:52,5,너무 편리하고 좋아요,0
4329,2020-03-22 15:58:49,5,외국에서도 국내에서도 탁월한 집들이 많아 여행이 좀 더 특별해지고 차분해진다,5
4330,2020-03-23 02:15:25,5,오케이,0
4331,2020-03-23 14:13:04,5,까다롭긴하지만 정보는 좋습니다,6
4332,2020-03-23 14:41:32,1,해외결재라서 그런지 오류가 계속 떠서 원하는 숙소도 놓치고 결국 해결도 못해서 새 카드를 만들었네요,9
4333,2020-03-23 19:48:16,3,어렵습니다,7
4334,2020-03-24 21:14:19,5,정말좋다,0
4335,2020-03-26 17:42:37,4,사진을 잘확인해야돼요 간혹 설명이나 그런게 미흡한게 있는데 잘확인하고 예약해야돼요 앱상 메세지 시스템이나 이런거는 잘돼어 있어요,5
4336,2020-03-27 00:34:02,1,로그인이안돼요,9
4337,2020-03-28 13:44:31,5,선택을 잘할 수 있도록 자세한 설명과 설명의 정확도가 좋다,5
4338,2020-03-29 14:30:31,2,겁나 결제 어렵네,9
4339,2020-03-29 21:33:06,4,한번 이용했지만 만족합니다,1
4340,2020-03-30 01:52:23,4,음 좋음,0
4341,2020-03-30 03:18:51,4,예약 날짜에 날짜와 요일이 맞지 않이요 예약 할때에 비밀번호나 지문인식이 같은 보안이 있었으면 좋겠어요,7
4342,2020-03-30 23:56:50,1,너무 느리고 소프트웨어 최악임,9
4343,2020-03-31 14:51:49,5,좋은 숙소들앞으로도 쭉 이용할듯,0
4344,2020-03-31 23:59:23,1,아주 느리고 렉도 잘먹고 사용자에게 불편하게 만들어놓음,9
4345,2020-04-01 10:22:59,5,등록된 묵을만한 숙소가 많음,5
4346,2020-04-02 22:54:07,5,훌륭한 형태의 앱입니다,1
4347,2020-04-03 15:22:43,4,여행할때 좋은 앱입니다,1
4348,2020-04-04 17:53:13,1,갤럭시무시하냐 아이폰만되네,9
4349,2020-04-05 09:06:46,5,예약도 편하고 필터를 이용해 더 찾기가 쉬워요,1
4350,2020-04-05 17:34:38,4,예약이 아주 편하고 좋은거같습니다 다만 결제할때 새로 카드 등록하는게 불편하긴 하네요,7
4351,2020-04-05 19:21:04,4,에어비앰비다,5
4352,2020-04-07 01:12:56,5,우왕,0
4353,2020-04-07 18:18:25,5,항사 좋은 숙소를 저렴한가격에 구합니다,5
4354,2020-04-09 23:42:54,5,아주 좋아요,0
4355,2020-04-10 18:33:26,4,핸드폰에서 로그인 안되시는분들 어플 지우고 다시 설치해보세요,5
4356,2020-04-10 23:28:35,5,애용합니당,1
4357,2020-04-11 00:30:15,1,업뎃하고 날짜설정하는게 사라졌어요 숙소검색하면 날짜설정하면 요금확인이됩니다만 써있고 날짜를 설정하고싶어도 설정창이 나오지도않아요,9
4358,2020-04-11 23:54:48,5,원하는곳에 여러가지 숙소를 비교해가며 방을 구할수 있고 대부분 친절하십니다,5
4359,2020-04-13 14:03:28,5,필요할때 요긴하게 쓸만함 호텔이나 모텔은 취사가 안되서 불편한데 에어비엔비는대부분 취사가 가능하기에 편함,0
4360,2020-04-13 15:55:34,5,갓비앤비,0
4361,2020-04-14 15:45:43,1,살짝 불편해요 메세지창에서 숙소로 바로 연결 되지 않는데다가 다른곳 보고있다가 메세지 하고나면 보고있었던 화면이 처음으로 돌아가 목록에서 다시 찾아야해요,9
4362,2020-04-16 17:55:05,2,결제화면에서 새로운 카드를 추가할려고하면 로딩만되고 넘어가지를 않아요 내폰이 이상한가싶어 다른 폰에서 해봐도 마찬가지임 막상 웹에서는 잘만 되던데 수정좀 해주세요,7
4363,2020-04-18 05:27:34,5,좋은 가격에 이용하네요,1
4364,2020-04-18 17:23:32,1,10번넘게 결제 시도,9
4365,2020-04-18 23:12:28,5,정말 훌륭한 앱인것같아요 여행이 즐거웠어요,0
4366,2020-04-19 01:01:05,1,어플이불안정한듯,10
4367,2020-04-19 19:00:42,5,편안하고 좋습니다,0
4368,2020-04-19 23:06:34,1,호스트가 현금추가 받으려고 구라쳤는데 걸렸는데도 계속 핑계됨,9
4369,2020-04-21 01:37:16,5,굳 넘 좋아요,0
4370,2020-04-21 10:59:38,5,말이 필요있나요 국내에도 숙소가 많아져서 좋네요 아주,0
4371,2020-04-21 14:43:25,5,정말 좋은 어플리케이션 이네요,1
4372,2020-04-22 10:07:51,5,싸게 묵을 수 있어서 좋은듯 하네요,0
4373,2020-04-22 15:16:52,5,좋아요호호,4
4374,2020-04-23 08:47:53,5,앱 사용이 편리합니다,1
4375,2020-04-25 09:21:19,1,지혼자 오류로 예약을 취소하네요,9
4376,2020-04-25 11:18:45,5,완전 좋으네요,0
4377,2020-04-26 13:09:07,5,전세계 여행객들을 위한앱,5
4378,2020-04-26 15:54:03,5,너무 좋아요,0
4379,2020-04-27 16:40:07,4,생각보다 편하게 사용했어요,0
4380,2020-04-27 17:20:00,5,유용하게 잘 쓰고 있습니다,1
4381,2020-04-27 21:42:07,4,괜찮은듯,6
4382,2020-04-28 18:12:18,5,선택의 폭이 커서 좋아요,0
4383,2020-04-28 22:06:24,1,살면서 처음 별점 리뷰 달아보는데 어플쓰면서 화난적은 처음입니다 핸드폰 등록해야 예약이 되는데 꾸준하게 오류라면서 진전이 없네요 바로 삭제합니다,9
4384,2020-04-29 11:24:47,4,빠르고 좋아요,0
4385,2020-04-29 14:53:13,4,예전보다 편해졌어요,0
4386,2020-04-29 21:24:16,5,가족여행에 적합한 숙소찾기에 최고입니다,0
4387,2020-04-30 17:12:09,5,스바라시,0
4388,2020-04-30 22:50:04,4,생년월일 입력하는게 너무 불편해서 별 하나 뺄게요,9
4389,2020-05-01 10:12:27,5,조아요 잘쓰고 있어요,1
4390,2020-05-01 12:54:57,1,비밀번호 찾기가 안되네요,9
4391,2020-05-02 07:30:45,4,괜찮네요,6
4392,2020-05-02 09:32:57,5,자세한 설명 체계적인 관리가 잘 되어있는듯해요,5
4393,2020-05-03 15:18:25,5,여행 숙박앱 최고로 잘되어 있어요,1
4394,2020-05-03 15:46:27,5,쪼쪼아요,0
4395,2020-05-03 20:42:14,3,수수료 없으면 더 자주 사용할거같아요,5
4396,2020-05-04 09:52:12,5,매우 만족했습니다,0
4397,2020-05-05 22:12:27,5,좋아 아주좋아,4
4398,2020-05-06 21:46:17,1,로그인이 안돼요 별짓을 다해도 안돼요,9
4399,2020-05-07 10:58:29,5,잘 알아보고 선택하면 좋은거같아요,5
4400,2020-05-07 14:04:15,5,세부적인 필터를 사용할수 있어서 좋아요 다만 지역이 광범위하게 나올때가 있어서 이부분은 계선이 필요할듯 합니다,7
4401,2020-05-07 14:23:25,1,결제 시스템 최악,9
4402,2020-05-08 10:39:08,5,너무좋아요깨끗친절해요내집더럼편안해요,0
4403,2020-05-08 15:59:08,1,진짜 웬만하면 이런평가 안남기는데 제발 개선좀해주세요 로그인 한도끝도없이 튕김,9
4404,2020-05-09 09:12:39,1,로그인 오류가 몆주나 계속 해결이 안되나요 이멜도 폰도 페이북도 로그인이 안되는군요,9
4405,2020-05-09 14:24:14,5,굿,0
4406,2020-05-09 15:04:55,5,실용적이고 넓엇어요,0
4407,2020-05-09 16:07:00,5,짱좋아요,0
4408,2020-05-09 17:07:00,2,수수료 너무 많이 붙네요,9
4409,2020-05-09 18:49:51,5,아주편리,5
4410,2020-05-10 14:29:00,5,가격대비숙소가하고유용하네여,6
4411,2020-05-10 18:02:00,1,도대체 렉이 왜이렇게 많은건지 모르겠어요,9
4412,2020-05-10 19:30:05,1,1점도 아깝다 로그인오류는 계속 나고 당장 내일 예약한 숙소이름이랑 위치도 모르니 이걸 어째 리뷰에 답이라도 빨리 달던지 우습다 진짜,9
4413,2020-05-10 20:32:36,5,감사히 잘쓰겠습니다,1
4414,2020-05-12 15:44:30,5,좋은 선택이 될겁니다,5
4415,2020-05-13 13:58:28,5,솔직히 가격대비 좋은 숙소를 쉽게 찾기란 참 어렵습니다 여재껏 관리안된 모텔 비싼 호텔 피해가며 따져가며 살았지만 그 스트레스에 벗어나세요,6
4416,2020-05-14 15:31:37,5,정말 만족하는 어플입니다 그러나 미숙해서 예약취소도 결제카드변경도 조금 까다롭기는 하네요 그래도 최고요,7
4417,2020-05-14 22:46:19,5,처음사용하는데 또 다른 집을 찾은 느낌이네요,7
4418,2020-05-15 12:12:42,1,카드 신규 등록시 계속 오류 발생,9
4419,2020-05-16 18:11:54,5,좋아요,0
4420,2020-05-16 19:42:10,5,첫경험이 최고였습니다,0
4421,2020-05-16 22:45:15,5,너무 유용한 앱입니다,1
4422,2020-05-17 13:13:04,4,다 좋은데 어플리케이션과 구글 맵 연동성을 손보셔야될거같아요,7
4423,2020-05-18 16:15:52,4,좋아요 싑고,0
4424,2020-05-19 20:36:39,2,여행제 체험 관련해서 정보를 볼려고 하는데 사진이 자기혼자 계속 왔다갔다해요,9
4425,2020-05-20 00:15:43,5,깔끔하고 쓰기 편함,0
4426,2020-05-20 12:15:06,5,여행의 페러다임이 변한 좋은 앱,0
4427,2020-05-21 19:06:52,3,좀 느려용,9
4428,2020-05-21 23:50:28,5,최고의 앱이죠,0
4429,2020-05-22 16:42:19,5,땡큐,0
4430,2020-05-23 00:31:14,1,국내이용카드 등록은되서 1달러 결제됐음서 숙박료지급은 안되네요jcb카드인데아주실망,7
4431,2020-05-24 00:04:32,5,처음 이용인데 아주 맘에 듭니다,0
4432,2020-05-24 21:49:15,5,좋아요 일부 양심없는 렌탈 업자를 제외하고,9
4433,2020-05-25 15:43:35,5,좋아요 편하구,0
4434,2020-05-25 21:32:17,2,더럽게 불편하네,9
4435,2020-05-26 14:04:38,3,렉이 너무심하고 느려요,9
4436,2020-05-26 21:47:03,5,처음 사용했는데 좋네요,0
4437,2020-05-26 21:51:36,5,살사용하고있습니다,5
4438,2020-05-26 23:55:43,1,호스트에 의해 일방적으로 갑자기 취소되어도 보상받을 길이 없는 에어비앤비 덕분에 5월에 예약한 새해전야 숙소 11월에 갑자기 취소당하고 비싼 돈주고 호텔감,9
4439,2020-05-27 19:48:33,5,좋아용,0
4440,2020-05-27 23:10:04,5,참 좋은 앱,1
4441,2020-05-27 23:46:57,5,호텔보다 만족도가 높은 것 같습니다,0
4442,2020-05-29 10:18:01,5,첫 이용이 성공적이어서 별5개 드립니다,0
4443,2020-05-29 11:39:49,1,계정관리가 엄청불편함,9
4444,2020-05-30 17:58:00,5,가성비 짱이네요,0
4445,2020-05-31 23:37:21,1,오류투성,9
4446,2020-06-01 07:27:48,5,게스트와 소통도 잘되고 좋아요,0
4447,2020-06-01 13:48:29,4,굿 편해요,0
4448,2020-06-02 12:08:21,5,여행에 많은 도움과 경험을 제공해요,1
4449,2020-06-03 21:01:33,5,많은숙소가도움되요,1
4450,2020-06-04 10:36:02,3,비밀번호변경에 오류가 자꾸떠서 사용을 못하고 있어요 해결방법이잇을까요,7
4451,2020-06-04 10:47:43,5,잘 이용하고 있어요,1
4452,2020-06-04 15:12:59,1,환불 시스템 개같고 할부 시스템없고 개판임 숙소들 평점 작업 엄청심함 절대 하지마세여여행 자주다니신 분들 절대쓰지마세요,9
4453,2020-06-04 19:37:14,2,후기 작성이 오류나요예전에 앱쓰는게 어렵긴해도 이정도로 오류가 많은거 같진않았는데 안타깝네요,7
4454,2020-06-04 21:20:06,5,좋은곳이 검색 많이 되어 선택하기 어려울정도네요,7
4455,2020-06-05 17:09:46,1,남양주를 검색했는데 숙소가 300개 이상나오고 중구 용산을 추천해주는건 뭐죠 방 대여가 편하다 해서 깔았는데 제가 300개 이상중에 제가 원하는 지역이 어딘지 다 찾아가고 걸러가면서 봐야하는 건가요,9
4456,2020-06-06 21:03:54,5,에어비앤비를 통해 좋은 여행 더 즐겁게 하고 있어요,0
4457,2020-06-07 13:01:26,5,최고 저가,5
